date,value,punto
2012.09.15,24.71266556,Urubamba
2012.10.16,25.52309036,Urubamba
2012.11.15,24.75932693,Urubamba
2012.12.16,22.48505211,Urubamba
2013.01.16,22.67262268,Urubamba
2013.02.14,22.43133163,Urubamba
2013.03.16,23.1274395,Urubamba
2013.04.15,24.2956028,Urubamba
2013.05.16,24.146762850000002,Urubamba
2013.06.15,22.5002861,Urubamba
2013.07.16,22.60104942,Urubamba
2013.08.16,23.31754303,Urubamba
2013.09.15,25.43697166,Urubamba
2013.10.16,23.82402039,Urubamba
2013.11.15,24.12545013,Urubamba
2013.12.16,22.44059372,Urubamba
2014.01.16,22.85382462,Urubamba
2014.02.14,23.21712875,Urubamba
2014.03.16,23.54379082,Urubamba
2014.04.15,23.38419533,Urubamba
2014.05.16,22.96237183,Urubamba
2014.06.15,24.80226517,Urubamba
2014.07.16,23.45335579,Urubamba
2014.08.16,24.06198311,Urubamba
2014.09.15,24.06505775,Urubamba
2014.10.16,24.54467773,Urubamba
2014.11.15,25.13571167,Urubamba
2014.12.16,23.6608429,Urubamba
2015.01.16,22.25103569,Urubamba
2015.02.14,22.98060608,Urubamba
2015.03.16,23.69870949,Urubamba
2015.04.15,22.29408073,Urubamba
2015.05.16,22.89056396,Urubamba
2015.06.15,23.60163116,Urubamba
2015.07.16,23.7098217,Urubamba
2015.08.16,24.31715584,Urubamba
2015.09.15,25.02752686,Urubamba
2015.10.16,24.83867073,Urubamba
2015.11.15,24.89831924,Urubamba
2015.12.16,23.0982151,Urubamba
